pathway	pval	padj	log2err	ES	NES	size
3-phosphoinositide biosynthesis | YeastCyc	0.2663690476190476	0.4534615929705215	0.0381266974919746	0.43659170612455034	1.1638566196011948	12
4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis | YeastCyc	0.9105017006802721	0.9573657588035215	0.016670056430021327	0.24103539807241298	0.6425468914536766	12
ABC transporters - Saccharomyces cerevisiae (budding yeast) | KEGG	0.3859616801768607	0.5593836513374096	0.028028631856996	-0.3659828484192996	-1.0588209862900675	18
ABC-family proteins mediated transport | Reactome	0.012223890199442419	0.05520051469011366	0.1913878287563819	0.6236939488532353	1.69964982185568	13
APC/C-mediated degradation of cell cycle proteins | Reactome	0.39408128863082975	0.5673183651765972	0.02795268223917208	-0.39721655514407705	-1.0471746241954931	13
Ac/N-end rule pathway | YeastCyc	0.9285442073170732	0.9640836397114863	0.014800001687396366	-0.24329788792375495	-0.6124190424788081	11
Activation of ATR in response to replication stress | Reactome	0.032950680272108845	0.11130584123413147	0.11516714100944504	0.5857340413057399	1.5614369941900994	12
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Reactome	4.5329500934462774e-5	5.55610168596701e-4	0.557332238758646	-0.5065731768177861	-1.9938238552010166	70
Activation of the pre-replicative complex | Reactome	6.635607550338118e-6	9.790673316669242e-5	0.610526878385931	0.6681421881502645	2.2633866742447823	29
Acyl chain remodelling of PS | Reactome	0.4619173929518757	0.6280362833191675	0.025411974795108747	-0.4052659321254679	-0.9950043444175405	10
Adaptive Immune System | Reactome	0.2041735831159592	0.4182322686592439	0.047017692971268996	0.26421285585401977	1.1403257006372867	92
Alanine, aspartate and glutamate metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.0011516032731707794	0.00950072700365893	0.45505986738722953	-0.5659103428143462	-1.8324418721872116	28
Amino acids regulate mTORC1 | Reactome	0.1583363735862824	0.3656926879899484	0.04680967681260027	-0.4303648701709425	-1.2836726198940343	20
Amino sugar and nucleotide sugar metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.41555851063829785	0.5864296087625979	0.030037194184556325	0.29811950459589415	1.0200669979984018	30
Aminoacyl-tRNA biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.3196618096779996	0.5016264404357081	0.03104006484381024	-0.31326738877661414	-1.0926569713546863	39
Antigen processing: Ubiquitination & Proteasome degradation | Reactome	0.9209486166007905	0.9612821326562996	0.017815874328746758	0.18812614440977185	0.747685451044153	60
Apoptosis | Reactome	0.930374421539756	0.9640836397114863	0.016202014425943934	0.23389583654870671	0.6112116897402612	11
Arachidonic acid metabolism | Reactome	0.18289920724801811	0.3935898086013872	0.0440560759786921	-0.49337439763406443	-1.2737744139791491	12
Arginine and proline metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.23970375722543352	0.43690011160714287	0.03689094257971497	-0.38080051658557823	-1.1766617139630324	23
Arginine biosynthesis - Saccharomyces cerevisiae (budding yeast) | KEGG	0.007955596669750232	0.04266188714153561	0.22082346409111278	-0.600844995289474	-1.707509877902547	17
Ascorbate and aldarate metabolism - Saccharomyces cerevisiae (budding yeast) | KEGG	0.16976127320954906	0.38435791025094057	0.04600137753727824	-0.531430035292882	-1.3047610271535945	10
Asparagine N-linked glycosylation | Reactome	0.6116846550915064	0.7536928353658536	0.024298224302293555	0.2169509117546311	0.9285015111438575	87
Association of TriC/CCT with target proteins during biosynthesis | Reactome	0.8451830037862852	0.9202627122444578	0.017605373325863694	0.27029207435284314	0.7063215742799208	11
Autophagy - other - Saccharomyces cerevisiae (budding yeast) | KEGG	0.5619580924855492	0.7111505064197657	0.02147129245289572	-0.2995211400663572	-0.9255109767148592	23
Autophagy - yeast - Saccharomyces cerevisiae (budding yeast) | KEGG	0.5211703139866793	0.6714176117125689	0.027240656211520872	0.22543370223929568	0.9656273965367522	89
Autophagy | Reactome	0.25755656108597286	0.4455313092979127	0.035426688191152245	-0.3340491689943021	-1.145547107047926	36
Axon guidance | Reactome	0.2721423975981128	0.45964208098263937	0.0378508203711828	0.42430585045721686	1.156290460197545	13
Basal transcription factors - Saccharomyces cerevisiae (budding yeast) | KEGG	0.10946094609460946	0.276227916909338	0.05728154378009623	-0.39631697733128435	-1.3222659159775345	32
Base excision repair - Saccharomyces cerevisiae (budding yeast) | KEGG	0.00147189524582226	0.011480782917413628	0.45505986738722953	0.6564053758792949	1.973830992796422	18
Bile acid and bile salt metabolism | Reactome	0.7816751700680272	0.8894924349049965	0.018920923305113666	0.28659374285665584	0.7639953303758952	12
Biological oxidations | Reactome	0.1758957654723127	0.38944099378881986	0.04398069466811599	-0.3999788697648947	-1.2500529093934953	24
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein | Reactome	0.18831168831168832	0.39992927864214994	0.04762582719669799	0.38505758392290246	1.2256858108208	23
Biosynthesis of unsaturated fatty acids - Saccharomyces cerevisiae (budding yeast) | KEGG	0.22459779847586792	0.43690011160714287	0.041886790717640114	0.4806475946167109	1.2169694029733475	10
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA | Reactome	0.9697628888405482	0.9898851190122084	0.01608756978243887	0.19334947423429055	0.5716710244207219	17
CD28 co-stimulation | Reactome	0.01758957654723127	0.07545928338762214	0.16014698350927883	0.5683625261311287	1.646730161071717	16
CD28 dependent PI3K/Akt signaling | Reactome	0.05654761904761905	0.16846478174603174	0.08735728607805364	0.5604719451809014	1.4940938509570776	12
CDC42 GTPase cycle | Reactome	0.1720546756346279	0.38644741281285533	0.04917526063972247	0.4428921859345325	1.2588139579999844	15
COPI-dependent Golgi-to-ER retrograde traffic | Reactome	0.9171220400728597	0.9600605963408133	0.014328108634023916	-0.20904071090246965	-0.6869389773814553	30
COPI-mediated anterograde transport | Reactome	0.2847345132743363	0.4718902326959317	0.03754633509752206	0.3675193623307486	1.1351369925370867	20
COPII-mediated vesicle transport | Reactome	0.5937429664641009	0.7404527110845909	0.02410431779354263	0.2528956827211622	0.917619520350308	39
Cap-dependent Translation Initiation | Reactome	1.4044083509978536e-10	7.680878967026631e-9	0.826657301178302	-0.5178296865371139	-2.2864492820871245	138
Cargo recognition for clathrin-mediated endocytosis | Reactome	0.26394293125810636	0.45112158370409416	0.03869385805289945	0.4187129608638926	1.1641393919184229	14
Cell Cycle Checkpoints | Reactome	0.14093376764386537	0.3396662152765069	0.05478490270870049	0.4488420691323089	1.3004407201671926	16
Cell Cycle | Reactome	9.572475002194246e-9	2.7377278506275544e-7	0.7477396631498854	0.48925776037774615	2.212898979221091	125
Cell Cycle, Mitotic | Reactome	8.809574294184504e-9	2.6995052658608233e-7	0.7477396631498854	0.49131126590715457	2.2019285165966838	118
Cell cycle - yeast - Saccharomyces cerevisiae (budding yeast) | KEGG	6.460788632271747e-15	2.7716783232445794e-12	0.9969862175331805	0.5954371547828281	2.6639193895037874	117
Cellular Senescence | Reactome	0.24432194046306505	0.43690011160714287	0.04088047600525247	0.3854394385480583	1.1744675468778307	19
Cellular response to heat stress | Reactome	0.8096904937361827	0.8980902637954414	0.016294291920214914	-0.2596870464077466	-0.7512977610611574	18
Cellular response to starvation | Reactome	0.1583363735862824	0.3656926879899484	0.04680967681260027	-0.4303648701709425	-1.2836726198940343	20
Cellular responses to external stimuli | Reactome	0.023525280898876403	0.08931279208511483	0.12402652738165562	-0.3818752353047372	-1.482744273787133	64
Cellular responses to stress | Reactome	0.023525280898876403	0.08931279208511483	0.12402652738165562	-0.3818752353047372	-1.482744273787133	64
Chaperonin-mediated protein folding | Reactome	0.9066751700680272	0.9556846387203529	0.016731473589378168	0.24312133528042174	0.6481075372322312	12
Cholesterol biosynthesis | Reactome	0.4692725298588491	0.6310906436032798	0.027481761924623697	0.342471304549993	0.9922501934512457	16
Chromatin modifying enzymes | Reactome	0.853914590747331	0.9250741399762752	0.015020905188734713	-0.21224607207773752	-0.7686517569023753	46
